企业ID,信用等级
6371,正常
4122,正常
4650,正常
3042,正常
182,正常
349,正常
7435,异常
7729,异常
5919,正常
224,正常
5492,正常
7066,异常
6419,正常
9894,异常
2289,正常
5008,正常
1558,正常
5128,正常
6988,正常
1560,正常
3147,正常
2606,正常
2578,正常
6189,正常
163,正常
5984,正常
5038,正常
3539,正常
87,正常
953,正常
6482,正常
5646,正常
7880,异常
1184,正常
479,正常
5151,正常
1398,正常
2782,正常
2531,正常
6109,正常
8659,异常
7344,异常
8563,异常
5423,正常
1788,正常
8551,异常
6193,正常
1190,正常
7320,异常
8765,异常
1115,正常
5016,正常
1581,正常
5135,正常
1970,正常
5298,正常
4104,正常
6565,正常
6172,正常
6310,正常
1930,正常
3773,正常
8427,异常
9745,异常
9348,异常
5812,正常
3365,正常
3003,正常
7059,异常
640,正常
4853,正常
2967,正常
970,正常
1144,正常
6338,正常
3807,正常
6074,正常
3521,正常
9034,异常
3104,正常
1605,正常
4159,正常
9048,异常
3832,正常
5057,正常
2517,正常
1131,正常
6011,正常
3508,正常
9777,异常
9619,异常
8188,异常
3112,正常
5120,正常
6646,正常
8732,异常
9946,异常
6546,正常
5421,正常
1809,正常
2310,正常
6095,正常
1165,正常
846,正常
5764,正常
5482,正常
2515,正常
7492,异常
2496,正常
3880,正常
2493,正常
3776,正常
7288,异常
1507,正常
5159,正常
152,正常
4766,正常
717,正常
1994,正常
5445,正常
3789,正常
94,正常
2624,正常
1400,正常
4312,正常
3691,正常
6662,正常
4248,正常
2380,正常
7605,异常
1603,正常
2895,正常
6888,正常
5390,正常
1440,正常
4390,正常
3860,正常
418,正常
314,正常
2731,正常
9729,异常
2345,正常
6522,正常
503,正常
8456,异常
4618,正常
1503,正常
318,正常
2375,正常
5769,正常
7023,异常
4164,正常
5019,正常
9339,异常
2023,正常
6804,正常
9928,异常
908,正常
9557,异常
5878,正常
8966,异常
1955,正常
2181,正常
2922,正常
8306,异常
5748,正常
4210,正常
3937,正常
676,正常
3007,正常
3985,正常
893,正常
8850,异常
3100,正常
4818,正常
2283,正常
2242,正常
9013,异常
8559,异常
4602,正常
6298,正常
2206,正常
7794,异常
173,正常
6985,正常
9789,异常
2336,正常
3484,正常
2043,正常
2441,正常
5182,正常
5194,正常
3909,正常
932,正常
1186,正常
6678,正常
8871,异常
1608,正常
6545,正常
7675,异常
3453,正常
6947,正常
3388,正常
6106,正常
7046,异常
1170,正常
4904,正常
6409,正常
5656,正常
1851,正常
5692,正常
1071,正常
2710,正常
7522,异常
2481,正常
5888,正常
8330,异常
8316,异常
4041,正常
7957,异常
4138,正常
5453,正常
150,正常
8483,异常
1983,正常
4532,正常
641,正常
6714,正常
3547,正常
7425,异常
798,正常
331,正常
1531,正常
7283,异常
3923,正常
6246,正常
5659,正常
4344,正常
14,正常
9559,异常
9662,异常
3103,正常
8459,异常
7388,异常
9325,异常
204,正常
6814,正常
8087,异常
8044,异常
5039,正常
3047,正常
8796,异常
1264,正常
1490,正常
4679,正常
9154,异常
7457,异常
8782,异常
8345,异常
9702,异常
8154,异常
1041,正常
2377,正常
4987,正常
4374,正常
703,正常
7421,异常
5363,正常
2323,正常
6976,正常
5632,正常
849,正常
5839,正常
1521,正常
2927,正常
1395,正常
1222,正常
8830,异常
7741,异常
3713,正常
3987,正常
3160,正常
9958,异常
8191,异常
3195,正常
237,正常
9236,异常
4373,正常
8356,异常
1966,正常
9281,异常
4160,正常
9607,异常
4204,正常
1408,正常
7276,异常
1629,正常
1081,正常
9185,异常
4325,正常
5772,正常
6934,正常
4981,正常
6552,正常
7932,异常
1721,正常
4527,正常
8139,异常
3514,正常
2021,正常
9038,异常
4712,正常
6485,正常
3418,正常
4565,正常
3419,正常
4957,正常
262,正常
9052,异常
1402,正常
1963,正常
5573,正常
2657,正常
9183,异常
3477,正常
2195,正常
5822,正常
8682,异常
2756,正常
6232,正常
9278,异常
1761,正常
1742,正常
4033,正常
5063,正常
8737,异常
7603,异常
4668,正常
4710,正常
1350,正常
6530,正常
6983,正常
7090,异常
4675,正常
959,正常
2883,正常
36,正常
2621,正常
55,正常
3569,正常
3320,正常
2920,正常
9476,异常
3844,正常
8211,异常
8228,异常
7072,异常
6366,正常
7578,异常
2468,正常
7967,异常
4401,正常
9328,异常
414,正常
8721,异常
1618,正常
1666,正常
6834,正常
2068,正常
4481,正常
778,正常
2199,正常
6223,正常
9305,异常
1493,正常
510,正常
7215,异常
466,正常
2551,正常
9401,异常
1138,正常
6483,正常
478,正常
960,正常
1485,正常
2745,正常
5006,正常
2428,正常
689,正常
7620,异常
1075,正常
6943,正常
3953,正常
5926,正常
5361,正常
9303,异常
247,正常
7774,异常
898,正常
8648,异常
5550,正常
4123,正常
969,正常
3532,正常
368,正常
1174,正常
3501,正常
9867,异常
4143,正常
5889,正常
810,正常
7876,异常
251,正常
2826,正常
6774,正常
7210,异常
5472,正常
5147,正常
4059,正常
429,正常
772,正常
9147,异常
6844,正常
8013,异常
2514,正常
1163,正常
658,正常
4091,正常
9979,异常
5336,正常
711,正常
5184,正常
804,正常
3346,正常
7106,异常
5643,正常
5946,正常
5074,正常
8477,异常
3101,正常
9355,异常
1797,正常
8547,异常
8113,异常
3725,正常
2425,正常
6560,正常
3041,正常
768,正常
1224,正常
5324,正常
7883,异常
4976,正常
9196,异常
1066,正常
3392,正常
570,正常
3500,正常
1389,正常
9450,异常
4937,正常
1869,正常
7416,异常
2530,正常
1262,正常
99,正常
3297,正常
3891,正常
5077,正常
1756,正常
7241,异常
1008,正常
256,正常
357,正常
7507,异常
2348,正常
6031,正常
1730,正常
2384,正常
3692,正常
3871,正常
5417,正常
3812,正常
6886,正常
3108,正常
4422,正常
7487,异常
9781,异常
3821,正常
7773,异常
4811,正常
5950,正常
4461,正常
6836,正常
4511,正常
7693,异常
5904,正常
26,正常
2228,正常
900,正常
2625,正常
9844,异常
1877,正常
2708,正常
4443,正常
8865,异常
1064,正常
3270,正常
4105,正常
8800,异常
6007,正常
9874,异常
1143,正常
6890,正常
5060,正常
4277,正常
8724,异常
1421,正常
878,正常
5564,正常
7754,异常
1212,正常
254,正常
6878,正常
5439,正常
8377,异常
8394,异常
7940,异常
3222,正常
5004,正常
907,正常
9889,异常
8815,异常
2642,正常
9393,异常
4483,正常
9626,异常
7973,异常
2725,正常
2138,正常
6089,正常
5268,正常
8804,异常
6326,正常
5,正常
8856,异常
3040,正常
1554,正常
1928,正常
5479,正常
9580,异常
8861,异常
792,正常
6477,正常
1202,正常
1315,正常
1275,正常
3366,正常
9491,异常
3573,正常
5929,正常
9197,异常
3525,正常
4039,正常
6908,正常
9808,异常
6996,正常
139,正常
7280,异常
4631,正常
8592,异常
1091,正常
867,正常
5844,正常
2136,正常
5162,正常
7017,异常
8598,异常
6121,正常
435,正常
596,正常
2277,正常
9971,异常
9114,异常
2306,正常
6832,正常
2803,正常
5431,正常
455,正常
3236,正常
5942,正常
6766,正常
9623,异常
9152,异常
9060,异常
180,正常
8925,异常
2772,正常
9178,异常
3680,正常
25,正常
1770,正常
7329,异常
4887,正常
4155,正常
110,正常
1610,正常
7934,异常
3679,正常
8948,异常
6413,正常
9406,异常
4258,正常
7450,异常
9376,异常
7189,异常
6635,正常
3467,正常
9869,异常
409,正常
2105,正常
2877,正常
5727,正常
5428,正常
9033,异常
2363,正常
7433,异常
5583,正常
3781,正常
1681,正常
8275,异常
6576,正常
1866,正常
3060,正常
7528,异常
5503,正常
6965,正常
4692,正常
5034,正常
334,正常
3183,正常
3703,正常
135,正常
2903,正常
2264,正常
9110,异常
8707,异常
9392,异常
2284,正常
854,正常
739,正常
6344,正常
1361,正常
7970,异常
2301,正常
7148,异常
874,正常
9462,异常
9483,异常
9414,异常
5192,正常
5681,正常
3474,正常
4507,正常
740,正常
3602,正常
9501,异常
6665,正常
8840,异常
4135,正常
3381,正常
6970,正常
1729,正常
9206,异常
9905,异常
1218,正常
8938,异常
330,正常
9507,异常
5145,正常
7580,异常
2245,正常
2898,正常
8530,异常
7282,异常
5071,正常
866,正常
1738,正常
5003,正常
6248,正常
4910,正常
7300,异常
6456,正常
6704,正常
963,正常
1251,正常
6984,正常
3106,正常
4919,正常
6535,正常
602,正常
364,正常
6767,正常
6181,正常
6406,正常
8241,异常
7520,异常
7182,异常
3518,正常
5902,正常
4207,正常
3262,正常
8242,异常
4037,正常
9346,异常
3215,正常
8557,异常
534,正常
2141,正常
8589,异常
1033,正常
4804,正常
3402,正常
7287,异常
378,正常
8281,异常
4816,正常
9443,异常
2571,正常
443,正常
2695,正常
382,正常
4465,正常
2667,正常
2613,正常
9677,异常
2908,正常
3856,正常
4421,正常
8811,异常
7862,异常
8900,异常
7953,异常
5911,正常
524,正常
5525,正常
4524,正常
6945,正常
6861,正常
9448,异常
8071,异常
5045,正常
5976,正常
7789,异常
78,正常
6373,正常
7571,异常
9845,异常
1861,正常
3672,正常
9956,异常
2644,正常
3523,正常
1404,正常
2949,正常
8435,异常
6251,正常
1457,正常
4100,正常
1534,正常
8144,异常
1960,正常
996,正常
6897,正常
3248,正常
2330,正常
6458,正常
4334,正常
3726,正常
4084,正常
4966,正常
4221,正常
7073,异常
7809,异常
5131,正常
2863,正常
6178,正常
3437,正常
7385,异常
2507,正常
7067,异常
1460,正常
4290,正常
5280,正常
724,正常
7094,异常
538,正常
8340,异常
6674,正常
5181,正常
8989,异常
6619,正常
8595,异常
7192,异常
3464,正常
7853,异常
8446,异常
860,正常
5886,正常
9569,异常
5053,正常
9316,异常
8807,异常
2609,正常
604,正常
9831,异常
2870,正常
7821,异常
7983,异常
8883,异常
3193,正常
9949,异常
1070,正常
1799,正常
8420,异常
5893,正常
1150,正常
5741,正常
9122,异常
7285,异常
8268,异常
2879,正常
2628,正常
9382,异常
2028,正常
4561,正常
8519,异常
2858,正常
6360,正常
6864,正常
9911,异常
7790,异常
5381,正常
9778,异常
7943,异常
6066,正常
9553,异常
9527,异常
7623,异常
2292,正常
3796,正常
3034,正常
4615,正常
6686,正常
3408,正常
9951,异常
3642,正常
6383,正常
9520,异常
4252,正常
4780,正常
8817,异常
7636,异常
9959,异常
3550,正常
1990,正常
8419,异常
6234,正常
8289,异常
5882,正常
3975,正常
5171,正常
8237,异常
1445,正常
9744,异常
586,正常
6040,正常
5414,正常
9548,异常
9193,异常
1365,正常
697,正常
2604,正常
8895,异常
4968,正常
2416,正常
6228,正常
117,正常
4756,正常
5994,正常
1546,正常
7124,异常
8534,异常
3763,正常
4018,正常
3349,正常
8918,异常
8089,异常
7757,异常
2705,正常
609,正常
7903,异常
5287,正常
7371,异常
9156,异常
41,正常
3238,正常
3189,正常
7591,异常
4412,正常
765,正常
5241,正常
2122,正常
5082,正常
993,正常
7212,异常
8293,异常
2492,正常
3287,正常
4184,正常
6231,正常
2162,正常
639,正常
4504,正常
8991,异常
4970,正常
8384,异常
2302,正常
6198,正常
9264,异常
7687,异常
3331,正常
5758,正常
7511,异常
56,正常
1984,正常
1843,正常
1706,正常
1215,正常
5866,正常
3358,正常
3599,正常
3004,正常
3450,正常
249,正常
8550,异常
670,正常
5079,正常
4560,正常
6297,正常
7673,异常
3175,正常
2566,正常
8977,异常
5710,正常
2318,正常
4954,正常
617,正常
6914,正常
6430,正常
4982,正常
3896,正常
8972,异常
2563,正常
2631,正常
62,正常
7806,异常
5776,正常
8549,异常
2461,正常
4526,正常
7257,异常
3865,正常
3226,正常
4612,正常
3551,正常
599,正常
5278,正常
6056,正常
4196,正常
3806,正常
7286,异常
185,正常
9787,异常
9636,异常
5563,正常
3878,正常
8835,异常
4061,正常
3367,正常
7949,异常
1964,正常
7330,异常
7008,异常
5166,正常
6991,正常
6001,正常
9716,异常
3169,正常
6520,正常
4326,正常
5848,正常
9020,异常
4992,正常
1028,正常
9177,异常
2665,正常
9467,异常
7593,异常
6917,正常
3949,正常
1862,正常
49,正常
3841,正常
5918,正常
8028,异常
4053,正常
8058,异常
8522,异常
4925,正常
8672,异常
4131,正常
8697,异常
1346,正常
8388,异常
74,正常
9172,异常
2544,正常
3086,正常
6427,正常
2156,正常
9503,异常
2741,正常
3598,正常
3582,正常
6116,正常
1728,正常
4515,正常
65,正常
6182,正常
9836,异常
2586,正常
8010,异常
9320,异常
5569,正常
8922,异常
4616,正常
1973,正常
2572,正常
4885,正常
6580,正常
5989,正常
6489,正常
1957,正常
7527,异常
2637,正常
7988,异常
402,正常
1058,正常
5425,正常
5353,正常
9879,异常
1911,正常
6713,正常
8074,异常
5922,正常
9046,异常
9715,异常
2046,正常
3028,正常
7075,异常
4217,正常
9356,异常
8964,异常
3230,正常
4448,正常
1643,正常
6254,正常
2602,正常
5450,正常
6687,正常
1045,正常
4739,正常
459,正常
989,正常
5139,正常
4776,正常
7367,异常
951,正常
4415,正常
5714,正常
3022,正常
9039,异常
4142,正常
241,正常
5085,正常
7127,异常
8267,异常
2008,正常
7174,异常
3585,正常
5293,正常
2739,正常
3370,正常
8880,异常
2620,正常
9143,异常
2569,正常
5495,正常
3027,正常
5260,正常
3648,正常
7628,异常
9067,异常
8285,异常
9100,异常
7355,异常
193,正常
484,正常
8617,异常
5186,正常
1642,正常
8247,异常
8368,异常
2119,正常
6124,正常
826,正常
3310,正常
5009,正常
1822,正常
5519,正常
3920,正常
7882,异常
4125,正常
1103,正常
9871,异常
8311,异常
2499,正常
8635,异常
171,正常
3435,正常
2161,正常
8885,异常
5454,正常
6689,正常
8742,异常
2061,正常
3584,正常
6247,正常
347,正常
6264,正常
497,正常
1623,正常
8973,异常
1544,正常
2366,正常
7378,异常
4096,正常
3575,正常
5080,正常
8838,异常
2055,正常
6929,正常
8902,异常
9157,异常
4860,正常
1585,正常
6731,正常
3332,正常
6017,正常
216,正常
513,正常
7913,异常
8492,异常
6613,正常
1929,正常
3786,正常
3746,正常
2926,正常
9227,异常
1446,正常
5310,正常
4188,正常
2722,正常
8266,异常
655,正常
492,正常
7129,异常
7082,异常
5178,正常
4912,正常
4365,正常
7646,异常
3629,正常
6710,正常
7807,异常
6933,正常
1552,正常
4863,正常
6711,正常
2808,正常
9573,异常
5335,正常
4316,正常
9109,异常
1506,正常
1959,正常
5529,正常
5040,正常
130,正常
1422,正常
4241,正常
9965,异常
4635,正常
6809,正常
8691,异常
5089,正常
9456,异常
2354,正常
9964,异常
4391,正常
1046,正常
2252,正常
5350,正常
3371,正常
340,正常
4287,正常
6948,正常
974,正常
8752,异常
3281,正常
5342,正常
4045,正常
7719,异常
392,正常
4181,正常
1796,正常
4297,正常
8046,异常
1501,正常
1991,正常
9704,异常
1106,正常
2859,正常
7025,异常
6843,正常
7391,异常
4182,正常
7879,异常
1470,正常
8749,异常
9187,异常
5265,正常
5799,正常
4329,正常
8797,异常
5394,正常
2690,正常
7353,异常
3542,正常
5729,正常
984,正常
4466,正常
7434,异常
8843,异常
9089,异常
8992,异常
8369,异常
4572,正常
7145,异常
2095,正常
6556,正常
5664,正常
556,正常
1359,正常
3570,正常
7504,异常
3574,正常
5709,正常
4073,正常
8687,异常
7887,异常
309,正常
1740,正常
3795,正常
9910,异常
7163,异常
3325,正常
6024,正常
447,正常
3342,正常
6075,正常
611,正常
9495,异常
1196,正常
7317,异常
2051,正常
9899,异常
2184,正常
6956,正常
3504,正常
2257,正常
383,正常
4915,正常
6648,正常
1127,正常
3211,正常
5372,正常
7454,异常
1909,正常
5562,正常
5969,正常
1319,正常
9961,异常
6727,正常
4213,正常
967,正常
3302,正常
7743,异常
8202,异常
9155,异常
4593,正常
1543,正常
7430,异常
2285,正常
6321,正常
796,正常
4185,正常
708,正常
2955,正常
223,正常
3881,正常
8951,异常
9321,异常
5737,正常
8205,异常
293,正常
5087,正常
3126,正常
2227,正常
9204,异常
8881,异常
5320,正常
7444,异常
1208,正常
2076,正常
5584,正常
5076,正常
2213,正常
5447,正常
9232,异常
6757,正常
8079,异常
4886,正常
253,正常
4702,正常
9302,异常
2942,正常
3187,正常
574,正常
2550,正常
5281,正常
3224,正常
2734,正常
7927,异常
9379,异常
9764,异常
4484,正常
1006,正常
4655,正常
9600,异常
6778,正常
518,正常
5426,正常
9249,异常
4163,正常
3227,正常
3915,正常
5433,正常
8548,异常
6186,正常
7328,异常
2643,正常
3572,正常
5845,正常
8653,异常
6527,正常
1715,正常
417,正常
9934,异常
5528,正常
9482,异常
7424,异常
2565,正常
3614,正常
3591,正常
6796,正常
5366,正常
9338,异常
8295,异常
863,正常
6113,正常
8786,异常
2999,正常
4475,正常
6502,正常
3087,正常
2372,正常
8985,异常
3092,正常
5429,正常
5201,正常
3390,正常
8403,异常
316,正常
555,正常
1580,正常
7736,异常
7414,异常
6821,正常
6429,正常
2200,正常
3382,正常
4420,正常
4634,正常
9307,异常
9696,异常
6299,正常
3779,正常
9624,异常
3447,正常
7700,异常
4789,正常
1845,正常
4672,正常
3085,正常
2713,正常
8523,异常
6180,正常
8343,异常
2866,正常
8814,异常
3866,正常
6457,正常
851,正常
2137,正常
4892,正常
3461,正常
4514,正常
3278,正常
3741,正常
3934,正常
1511,正常
7677,异常
3081,正常
1639,正常
4301,正常
8625,异常
9474,异常
8033,异常
971,正常
2356,正常
6233,正常
3580,正常
3459,正常
8700,异常
7294,异常
4359,正常
7720,异常
8161,异常
6115,正常
5196,正常
1375,正常
1635,正常
5768,正常
1141,正常
990,正常
521,正常
8245,异常
1318,正常
9692,异常
3568,正常
2754,正常
1032,正常
4857,正常
9893,异常
8981,异常
535,正常
4701,正常
1769,正常
2820,正常
8065,异常
5693,正常
3842,正常
8138,异常
3144,正常
5226,正常
6851,正常
7611,异常
5026,正常
1982,正常
7805,异常
3683,正常
6971,正常
8743,异常
3308,正常
5520,正常
5130,正常
96,正常
8849,异常
2645,正常
4642,正常
191,正常
516,正常
9916,异常
4930,正常
713,正常
381,正常
1780,正常
8328,异常
956,正常
4212,正常
6280,正常
9361,异常
4773,正常
5380,正常
1002,正常
6587,正常
4292,正常
5132,正常
2096,正常
2921,正常
4452,正常
9444,异常
1658,正常
2069,正常
4367,正常
4545,正常
345,正常
3662,正常
2056,正常
5321,正常
5516,正常
1175,正常
8911,异常
2978,正常
2610,正常
4940,正常
1665,正常
329,正常
1523,正常
7519,异常
7111,异常
4688,正常
5719,正常
1943,正常
7423,异常
7842,异常
1762,正常
1128,正常
8135,异常
3554,正常
4015,正常
4819,正常
8209,异常
4110,正常
9306,异常
6746,正常
9333,异常
2750,正常
8392,异常
7226,异常
5049,正常
2941,正常
4506,正常
1265,正常
2153,正常
8728,异常
3654,正常
4236,正常
1249,正常
4888,正常
8668,异常
9322,异常
4052,正常
2414,正常
8467,异常
6858,正常
9195,异常
1714,正常
2598,正常
2167,正常
8747,异常
3403,正常
7886,异常
7643,异常
1522,正常
9656,异常
8485,异常
9498,异常
801,正常
8244,异常
9288,异常
7722,异常
5365,正常
6645,正常
5108,正常
3732,正常
6703,正常
5698,正常
5486,正常
1353,正常
2160,正常
6551,正常
1599,正常
4044,正常
5021,正常
9582,异常
5552,正常
9757,异常
4339,正常
5397,正常
2694,正常
2395,正常
5165,正常
6967,正常
7482,异常
1159,正常
9,正常
8175,异常
6997,正常
8641,异常
7159,异常
7914,异常
3854,正常
1406,正常
2311,正常
6250,正常
9092,异常
2663,正常
4298,正常
6224,正常
9755,异常
3154,正常
7348,异常
8158,异常
9539,异常
2575,正常
2466,正常
2211,正常
919,正常
1555,正常
9519,异常
5965,正常
108,正常
3124,正常
663,正常
9509,异常
112,正常
3561,正常
4549,正常
85,正常
1768,正常
6209,正常
5862,正常
6987,正常
5915,正常
5211,正常
2971,正常
4409,正常
4124,正常
444,正常
8896,异常
6387,正常
6979,正常
5036,正常
4985,正常
7560,异常
9768,异常
9431,异常
9601,异常
2148,正常
5047,正常
1192,正常
6163,正常
127,正常
9350,异常
1407,正常
7500,异常
9763,异常
1201,正常
9638,异常
2836,正常
692,正常
2961,正常
5517,正常
7592,异常
1313,正常
5018,正常
3019,正常
7037,异常
7948,异常
1027,正常
2124,正常
6389,正常
3347,正常
5392,正常
3512,正常
4567,正常
7951,异常
7095,异常
7681,异常
563,正常
4541,正常
412,正常
4436,正常
1452,正常
8650,异常
1122,正常
5221,正常
2798,正常
4095,正常
4375,正常
6666,正常
6720,正常
7985,异常
8558,异常
3511,正常
4230,正常
1153,正常
1632,正常
9021,异常
5269,正常
6037,正常
5229,正常
1090,正常
4430,正常
7415,异常
6609,正常
8560,异常
9410,异常
2477,正常
8180,异常
5937,正常
2406,正常
9870,异常
2970,正常
5941,正常
7835,异常
9064,异常
7777,异常
2780,正常
4871,正常
3992,正常
1343,正常
7669,异常
2440,正常
1820,正常
4257,正常
1489,正常
8529,异常
4199,正常
3498,正常
623,正常
2937,正常
6883,正常
3918,正常
4889,正常
8131,异常
1724,正常
6615,正常
4491,正常
2458,正常
3441,正常
4706,正常
1646,正常
7586,异常
1195,正常
8166,异常
3890,正常
4447,正常
5726,正常
3497,正常
5591,正常
8361,异常
2063,正常
4617,正常
3900,正常
2057,正常
7305,异常
3267,正常
5837,正常
557,正常
2488,正常
4909,正常
8528,异常
4087,正常
5117,正常
3139,正常
4905,正常
4512,正常
1303,正常
9489,异常
9724,异常
8329,异常
6591,正常
7726,异常
8387,异常
5412,正常
6639,正常
4664,正常
4639,正常
3879,正常
1204,正常
1354,正常
9141,异常
480,正常
9632,异常
2775,正常
3910,正常
954,正常
7982,异常
3510,正常
5689,正常
1248,正常
1436,正常
5242,正常
9547,异常
3157,正常
4703,正常
5005,正常
7104,异常
1380,正常
8332,异常
8374,异常
8130,异常
891,正常
1311,正常
1499,正常
1772,正常
2520,正常
7235,异常
456,正常
8538,异常
9413,异常
1965,正常
4858,正常
8410,异常
1726,正常
4299,正常
5657,正常
5247,正常
4047,正常
1181,正常
405,正常
4846,正常
7897,异常
3495,正常
9671,异常
5116,正常
6030,正常
31,正常
4489,正常
9211,异常
7638,异常
5237,正常
9409,异常
9860,异常
1736,正常
6643,正常
3657,正常
4594,正常
442,正常
5102,正常
6541,正常
7005,异常
693,正常
3119,正常
8889,异常
7101,异常
9892,异常
3623,正常
9957,异常
8671,异常
5246,正常
4379,正常
3393,正常
9967,异常
1198,正常
6301,正常
2340,正常
2640,正常
8129,异常
4707,正常
8594,异常
7251,异常
6980,正常
6214,正常
644,正常
4974,正常
3061,正常
6763,正常
6775,正常
2561,正常
7812,异常
2848,正常
391,正常
1286,正常
9477,异常
3794,正常
2936,正常
757,正常
3159,正常
451,正常
244,正常
6290,正常
8692,异常
6702,正常
4669,正常
5001,正常
2681,正常
5660,正常
273,正常
8947,异常
7125,异常
2382,正常
8714,异常
1078,正常
8754,异常
8664,异常
5050,正常
4092,正常
7637,异常
3567,正常
3420,正常
679,正常
7848,异常
9817,异常
6501,正常
3638,正常
7905,异常
6177,正常
9271,异常
3471,正常
1023,正常
544,正常
2590,正常
9512,异常
6274,正常
7659,异常
606,正常
8536,异常
2862,正常
5982,正常
263,正常
8147,异常
1393,正常
902,正常
8771,异常
1244,正常
7552,异常
5189,正常
5814,正常
2222,正常
5567,正常
7390,异常
4025,正常
2714,正常
1803,正常
4046,正常
2939,正常
8813,异常
2164,正常
8836,异常
924,正常
299,正常
9856,异常
2875,正常
3824,正常
5824,正常
3272,正常
3129,正常
4470,正常
8961,异常
3926,正常
2134,正常
5068,正常
6557,正常
3296,正常
8312,异常
1852,正常
994,正常
5413,正常
81,正常
8751,异常
1645,正常
8984,异常
9148,异常
5730,正常
7362,异常
7179,异常
852,正常
6257,正常
4847,正常
9706,异常
5100,正常
7247,异常
4815,正常
1582,正常
9822,异常
5347,正常
4487,正常
1368,正常
6436,正常
266,正常
4077,正常
1194,正常
8083,异常
6325,正常
5616,正常
4255,正常
6827,正常
4266,正常
7664,异常
7177,异常
7394,异常
9873,异常
9337,异常
785,正常
1269,正常
4880,正常
5686,正常
2254,正常
5202,正常
7389,异常
3867,正常
5885,正常
610,正常
681,正常
3473,正常
9812,异常
3541,正常
5763,正常
5852,正常
2444,正常
7099,异常
9425,异常
8434,异常
3176,正常
6739,正常
3209,正常
4219,正常
6330,正常
1419,正常
8146,异常
4244,正常
4260,正常
5432,正常
2743,正常
9622,异常
7995,异常
5647,正常
1709,正常
5109,正常
2777,正常
2362,正常
296,正常
1752,正常
8302,异常
5359,正常
3249,正常
5728,正常
5267,正常
2173,正常
9006,异常
8553,异常
9630,异常
9670,异常
1821,正常
6537,正常
4156,正常
6199,正常
5325,正常
9266,异常
522,正常
8738,异常
8100,异常
9595,异常
7613,异常
8299,异常
2411,正常
5441,正常
1261,正常
1270,正常
8472,异常
4186,正常
4834,正常
7485,异常
5623,正常
9849,异常
6164,正常
1692,正常
3868,正常
8367,异常
9673,异常
4683,正常
4792,正常
88,正常
8360,异常
8307,异常
818,正常
7350,异常
4043,正常
9631,异常
3001,正常
6126,正常
7437,异常
5991,正常
4254,正常
5257,正常
2655,正常
4314,正常
9087,异常
7533,异常
4715,正常
2052,正常
6949,正常
887,正常
2177,正常
3179,正常
2421,正常
245,正常
6034,正常
34,正常
6828,正常
1225,正常
1663,正常
5872,正常
9795,异常
288,正常
5042,正常
6504,正常
3650,正常
8541,异常
4754,正常
7419,异常
8583,异常
2526,正常
5356,正常
5141,正常
7230,异常
7436,异常
3037,正常
3339,正常
1978,正常
9635,异常
8134,异常
7947,异常
916,正常
7386,异常
5622,正常
7860,异常
3838,正常
1312,正常
5455,正常
148,正常
3407,正常
5332,正常
3947,正常
4901,正常
6388,正常
1910,正常
9994,异常
4922,正常
8251,异常
1811,正常
9318,异常
6052,正常
950,正常
4600,正常
1945,正常
738,正常
28,正常
2749,正常
9446,异常
2075,正常
3088,正常
7804,异常
4557,正常
4014,正常
376,正常
3983,正常
5323,正常
2583,正常
7635,异常
3354,正常
8829,异常
7489,异常
4029,正常
4396,正常
4172,正常
8036,异常
7120,异常
3845,正常
8514,异常
6140,正常
8866,异常
1828,正常
2078,正常
5149,正常
7865,异常
17,正常
6315,正常
5341,正常
141,正常
5757,正常
3730,正常
7692,异常
2331,正常
6923,正常
8179,异常
7925,异常
239,正常
3096,正常
5574,正常
8604,异常
4704,正常
1013,正常
7178,异常
3583,正常
7808,异常
5606,正常
2570,正常
5490,正常
2632,正常
3793,正常
5314,正常
8527,异常
541,正常
2698,正常
1946,正常
6598,正常
5377,正常
5134,正常
1049,正常
6638,正常
4471,正常
9804,异常
1017,正常
9903,异常
6887,正常
5301,正常
4304,正常
5535,正常
3721,正常
9780,异常
2972,正常
6825,正常
2932,正常
695,正常
3351,正常
1107,正常
7323,异常
841,正常
225,正常
8256,异常
1865,正常
3686,正常
9761,异常
7900,异常
8531,异常
2807,正常
4588,正常
9459,异常
1217,正常
2509,正常
7172,异常
4103,正常
5459,正常
4772,正常
5825,正常
9667,异常
3536,正常
3723,正常
9295,异常
4543,正常
5863,正常
2672,正常
5553,正常
354,正常
626,正常
7968,异常
6270,正常
5296,正常
7952,异常
7542,异常
1972,正常
2234,正常
2054,正常
3134,正常
9661,异常
3076,正常
2542,正常
5437,正常
5290,正常
82,正常
2923,正常
2711,正常
6313,正常
3625,正常
4191,正常
8051,异常
8359,异常
5028,正常
5843,正常
2719,正常
6013,正常
3385,正常
4783,正常
6681,正常
5272,正常
876,正常
5286,正常
3438,正常
3152,正常
1211,正常
3559,正常
5385,正常
4267,正常
5879,正常
3986,正常
6028,正常
1431,正常
1308,正常
5808,正常
9985,异常
7263,异常
5930,正常
4559,正常
6438,正常
1833,正常
1152,正常
4038,正常
3213,正常
3884,正常
3709,正常
3399,正常
7160,异常
9679,异常
430,正常
9887,异常
1699,正常
1636,正常
8397,异常
1939,正常
7413,异常
8694,异常
1958,正常
4671,正常
8334,异常
5308,正常
5936,正常
9655,异常
8571,异常
9229,异常
6642,正常
8018,异常
7445,异常
8959,异常
3604,正常
